code_system,code,display,classification,review_reason
SNOMED,398182006,Insertion of inferior vena caval filter (procedure),,
SNOMED,413603009,Autoimmune hemolytic anemia (disorder),,
SNOMED,420270002,Ketoacidosis due to type 1 diabetes mellitus (disorder),,
SNOMED,429409005,History of malignant neoplasm of tongue (situation),,
SNOMED,429410000,History of malignant neoplasm of esophagus (situation),,
SNOMED,439470001,Arteriovenous fistula (disorder),,
SNOMED,442076002,Early satiety (finding),,
SNOMED,444897001,Hypoplasia of mandibular bone (disorder),,
SNOMED,4.81E+11,Strain of hamstring muscle (disorder),,
SNOMED,54956002,Gastrostomy (procedure),,
SNOMED,60113004,Disorder of eyelid (disorder),,
SNOMED,6655004,Acute laryngitis (disorder),,
SNOMED,67569000,Neonatal bronchopulmonary dysplasia (disorder),,
SNOMED,788946007,Glaucoma due to eye inflammation (disorder),,
SNOMED,80142000,Perforation of nasal septum (disorder),,
SNOMED,105995000,Disorder of teeth AND/OR supporting structures (disorder),,
SNOMED,126880001,Neoplasm of kidney (disorder),,
SNOMED,128287004,Chronic peptic ulcer (disorder),,
SNOMED,165563002,Coagulation/bleeding tests abnormal (finding),,
SNOMED,206292002,Meconium aspiration syndrome (disorder),,
SNOMED,225100009,Replacing dentures (regime/therapy),,
SNOMED,225307000,Special observation (regime/therapy),,
SNOMED,235917005,Sclerosing cholangitis (disorder),,
SNOMED,240042004,Tophus (disorder),,
SNOMED,250425007,Pregnancy test negative (finding),,
SNOMED,2506003,Early onset dysthymia (disorder),,
SNOMED,254557000,Carcinoma of body of stomach (disorder),,
SNOMED,269459004,Malignant neoplasm of lesser curvature of stomach (disorder),,
SNOMED,274708000,Abnormal sputum (finding),,
SNOMED,28590005,Chronic acquired lymphedema (disorder),,
SNOMED,296053004,Benzodiazepine overdose (disorder),,
SNOMED,29862005,Paraumbilical hernia (disorder),,
SNOMED,313297008,Moderate chronic obstructive pulmonary disease (disorder),,
SNOMED,314938000,Poor sleep pattern (finding),,
SNOMED,34063005,Homonymous hemianopia (finding),,
SNOMED,363517008,Malignant neoplasm of urinary tract proper (disorder),,
SNOMED,38280009,Hematometra (disorder),,
SNOMED,386702006,Victim of abuse (finding),,
SNOMED,402523001,Basal cell carcinoma of truncal skin (disorder),,
SNOMED,414027002,Disorder of hematopoietic structure (disorder),,
SNOMED,42284007,Administration of vaccine product containing only live attenuated Mycobacterium bovis antigen (procedure),,
SNOMED,425843001,Allogeneic peripheral blood stem cell transplant (procedure),,
SNOMED,43075005,Partial resection of colon (procedure),,
SNOMED,44402007,Loss of teeth due to extraction (disorder),,
SNOMED,444548001,Ulcerative pancolitis (disorder),,
SNOMED,46764007,Severe pre-eclampsia (disorder),,
SNOMED,47903000,Vitamin B deficiency (disorder),,
SNOMED,55833001,Disorder of bursa of shoulder region (disorder),,
SNOMED,609559001,Hereditary essential tremor (disorder),,
SNOMED,6185008,Disease caused by Helicobacter (disorder),,
SNOMED,715852004,Infection of gastrointestinal tract (disorder),,
SNOMED,72100002,Solar lentigo (disorder),,
SNOMED,73774007,Subacute bacterial endocarditis (disorder),,
SNOMED,74883004,Thoracic aortic aneurysm without rupture (disorder),,
SNOMED,76318008,Disorder of tendon of shoulder region (disorder),,
SNOMED,77465005,Transplantation to recipient (procedure),,
SNOMED,79573009,Accident while engaged in household activity (event),,
SNOMED,805002,Pneumoconiosis caused by silica (disorder),,
SNOMED,89355001,"Discectomy for intervertebral herniated disc, nucleus pulposus (procedure)",,
SNOMED,90325002,Vomiting of pregnancy (disorder),,
SNOMED,93797001,Primary malignant neoplasm of female genital organ (disorder),,
SNOMED,208759001,Closed traumatic dislocation acromioclavicular joint (disorder),,
SNOMED,20944008,Congenital postural scoliosis (disorder),,
SNOMED,27194006,Corneal edema (disorder),,
SNOMED,34615008,Hemospermia (finding),,
SNOMED,42643001,Disorder of urinary bladder (disorder),,
SNOMED,429280009,History of amputation of foot (situation),,
SNOMED,53929009,Mass of scrotum (finding),,
SNOMED,5913000,Fracture of neck of femur (disorder),,
SNOMED,1.17891E+14,Focal onset aware epileptic seizure (finding),,
SNOMED,1354830000,Unequal length of lower limbs due to acquired shortening (disorder),,
SNOMED,169083003,Magnetic resonance imaging scan abnormal (finding),,
SNOMED,188243001,Malignant neoplasm of posterior wall of urinary bladder (disorder),,
SNOMED,197092000,Hemorrhage of large intestine co-occurrent and due to diverticular disease of large intestine (disorder),,
SNOMED,197433003,Polyp of gallbladder (disorder),,
SNOMED,202964000,Non-traumatic rupture of Achilles tendon (disorder),,
SNOMED,23560001,Asperger's disorder (disorder),,
SNOMED,24121004,Insomnia disorder related to another mental disorder (disorder),,
SNOMED,254609000,Carcinoma of ampulla of Vater (disorder),,
SNOMED,255109008,Transitional cell carcinoma of urinary bladder (disorder),,
SNOMED,25821008,Focal glomerular sclerosis (disorder),,
SNOMED,26284000,Ulcer of mouth (disorder),,
SNOMED,263233008,"Closed fracture of femur, distal end (disorder)",,
SNOMED,269083002,Closed Colles' fracture (disorder),,
SNOMED,300863000,Mass of axilla (finding),,
SNOMED,309080005,Thyroid stimulating hormone level above reference range (finding),,
SNOMED,33262002,Osteoarthrosis involving multiple sites but not designated as generalized (disorder),,
SNOMED,363414004,Malignant neoplasm of rectosigmoid junction (disorder),,
SNOMED,395218007,Implantation of internal cardiac defibrillator (procedure),,
SNOMED,39629007,Pyogenic granuloma of skin (disorder),,
SNOMED,400153009,Aggressive fibromatosis of abdomen (disorder),,
SNOMED,413439005,Acute ischemic heart disease (disorder),,
SNOMED,423849004,Iliotibial band friction syndrome (disorder),,
SNOMED,427970008,Subclinical hyperthyroidism (disorder),,
SNOMED,43797002,Stricture of bile duct (disorder),,
SNOMED,440299000,Mass of thoracic structure (finding),,
SNOMED,444562008,Preoperative pulmonary examination (procedure),,
SNOMED,47270006,Hypercortisolism (disorder),,
SNOMED,54097007,White blood cell disorder (disorder),,
SNOMED,55705006,Spinal arthrodesis (procedure),,
SNOMED,563001,Nystagmus (disorder),,
SNOMED,57713008,Inflammation of vocal cord (disorder),,
SNOMED,63363004,Superior vena cava syndrome (disorder),,
SNOMED,69787006,Contusion of finger (disorder),,
SNOMED,71192002,Peritoneal dialysis (procedure),,
SNOMED,8635005,Alcohol withdrawal delirium (disorder),,
SNOMED,91855006,"Acute leukemia, disease (disorder)",,
SNOMED,95545007,Hemorrhagic diarrhea (disorder),,
SNOMED,95898004,Tick bite (disorder),,
SNOMED,1.06768E+16,Hypoxemic respiratory failure (disorder),,
SNOMED,11387009,Organic mental disorder caused by psychoactive substance (disorder),,
SNOMED,1144279009,Fitting of complete denture (procedure),,
SNOMED,1217136003,Tonic-clonic epileptic seizure (finding),,
SNOMED,1217209006,Generalized onset tonic-clonic epileptic seizure (finding),,
SNOMED,1269102002,Fetal disorder due to maternal disorder during pregnancy (disorder),,
SNOMED,1269103007,Early neonatal disorder due to maternal disorder during pregnancy (disorder),,
SNOMED,1365937006,Failed attempted medical induction of labor (situation),,
SNOMED,161523006,History of respiratory disease (situation),,
SNOMED,161677002,History of replacement of heart valve with prosthesis (situation),,
SNOMED,168092006,Amniotic fluid -meconium stain (finding),,
SNOMED,169584000,Antenatal care: poor obstetric history (situation),,
SNOMED,171012002,Pre-pregnancy education (procedure),,
SNOMED,176795006,Subtotal abdominal hysterectomy (procedure),,
SNOMED,194131002,Convergence insufficiency (disorder),,
SNOMED,194984004,"Aortic stenosis, non-rheumatic (disorder)",,
SNOMED,195381005,Non-neoplastic nevus (disorder),,
SNOMED,196757008,Gastrointestinal disorder caused by drug (disorder),,
SNOMED,199111004,Urinary tract infection following delivery (disorder),,
SNOMED,208444006,Closed fracture finger proximal phalanx (disorder),,
SNOMED,208450001,Closed fracture finger middle phalanx (disorder),,
SNOMED,233838001,Acute posterior myocardial infarction (disorder),,
SNOMED,242575009,Accident due to exposure to weather conditions (event),,
SNOMED,247348008,Tenderness (finding),,
SNOMED,276549000,Neonatal physiological jaundice (finding),,
SNOMED,286895009,Carcinoma of upper outer quadrant of breast (disorder),,
SNOMED,299042006,Weakness of hand (finding),,
SNOMED,307138004,Spondylolisthesis L5/S1 level (disorder),,
SNOMED,313085000,Relationship counseling (procedure),,
SNOMED,3.29671E+14,Traumatic subarachnoid hemorrhage with loss of consciousness (disorder),,
SNOMED,34536000,Amniocentesis (procedure),,
SNOMED,362969004,Disorder of endocrine system (disorder),,
SNOMED,373426005,Epithelial basement membrane dystrophy (disorder),,
SNOMED,40617009,Artificial ventilation (regime/therapy),,
SNOMED,41088001,Administration of vaccine product containing only Neisseria meningitidis antigen (procedure),,
SNOMED,414492009,Infective eczematoid dermatitis (disorder),,
SNOMED,427794001,Primary focal hyperhidrosis (disorder),,
SNOMED,427909005,Chronic recurrent sinusitis (disorder),,
SNOMED,428257007,Fracture of tibial plateau (disorder),,
SNOMED,429192004,Rheumatoid arthritis of foot (disorder),,
SNOMED,441668002,Drug seeking behavior (finding),,
SNOMED,443961001,Malignant adenomatous neoplasm (disorder),,
SNOMED,47534009,Decompression of median nerve (procedure),,
SNOMED,49916007,Chronic duodenal ulcer with perforation (disorder),,
SNOMED,5781000,Operation on nasal septum (procedure),,
SNOMED,58250006,Scalding pain on urination (finding),,
SNOMED,58497009,Tardy ulnar nerve palsy (finding),,
SNOMED,67599009,Pulmonary congestion (disorder),,
SNOMED,68913001,Alpha thalassemia (disorder),,
SNOMED,713703005,Gastroparesis due to type 2 diabetes mellitus (disorder),,
SNOMED,76201007,Mechanical ptosis (disorder),,
SNOMED,771083005,Pain in upper arm (finding),,
SNOMED,86276007,Bleeding gums (finding),,
SNOMED,87021001,Mechanical vitrectomy by pars plana approach (procedure),,
SNOMED,91967007,Benign neoplasm of adrenal gland (disorder),,
SNOMED,111374002,Pseudocyst of pancreas (disorder),,
SNOMED,127021009,Neoplasm of adrenal gland (disorder),,
SNOMED,31097004,Post poliomyelitis syndrome (disorder),,
SNOMED,389098007,Anoxic encephalopathy (disorder),,
SNOMED,415082004,History of primary malignant neoplasm of lung (situation),,
SNOMED,56905009,Perforation of intestine (disorder),,
SNOMED,63198006,Chondromalacia (disorder),,
SNOMED,87317003,Respiratory arrest (disorder),,
SNOMED,1297194009,History of substance use disorder (situation),,
SNOMED,161415006,History of poliomyelitis (situation),,
SNOMED,193994000,Congenital nasolacrimal duct obstruction (disorder),,
SNOMED,194287004,Recurrent acute otitis media (disorder),,
SNOMED,197870000,Acontractile detrusor (disorder),,
SNOMED,204821009,Congenital malformation of genital organs (disorder),,
SNOMED,22121000,Depressed bipolar I disorder in full remission (disorder),,
SNOMED,229811005,Foot callus (disorder),,
SNOMED,230736007,Transient global amnesia (finding),,
SNOMED,235760009,Radiation proctitis (disorder),,
SNOMED,235875008,Alcoholic hepatitis (disorder),,
SNOMED,239739005,Contracture of knee joint (disorder),,
SNOMED,246544003,Focal to bilateral tonic-clonic epileptic seizure (finding),,
SNOMED,247441003,Erythema (finding),,
SNOMED,2528003,Viremia (finding),,
SNOMED,263029007,Dislocation of patellofemoral joint (disorder),,
SNOMED,266570005,Redundant prepuce and phimosis (disorder),,
SNOMED,271813007,Petechiae (disorder),,
SNOMED,283062009,Abrasion of skin of lower limb (disorder),,
SNOMED,285310000,Carcinoma of anal canal (disorder),,
SNOMED,30188007,Alpha-1-antitrypsin deficiency (disorder),,
SNOMED,309527000,Mass of lower limb (finding),,
SNOMED,398151007,Decreased muscle tone (finding),,
SNOMED,40492006,Dysfunction of urinary bladder (finding),,
SNOMED,415105001,Placental abruption (disorder),,
SNOMED,419728003,Portal cirrhosis (disorder),,
SNOMED,425772008,Tendinitis of foot (disorder),,
SNOMED,426749004,Chronic atrial fibrillation (disorder),,
SNOMED,43854003,Abnormal retraction of eyelid (disorder),,
SNOMED,443520009,Chondrosarcoma (disorder),,
SNOMED,444486008,Exposure to Hepatitis B virus (event),,
SNOMED,47099006,Irregular astigmatism (disorder),,
SNOMED,48880000,Postcoital bleeding (finding),,
SNOMED,58075000,Contusion of toe (disorder),,
SNOMED,71642004,Fracture of skull (disorder),,
SNOMED,74699008,Foreign body in nose (disorder),,
SNOMED,76865005,Closed fracture of distal phalanx of finger (disorder),,
SNOMED,77956009,Steinert myotonic dystrophy syndrome (disorder),,
SNOMED,815008,Episcleritis (disorder),,
SNOMED,83536006,Stenosis of cervix (disorder),,
SNOMED,8442000,Purulent rhinitis (disorder),,
SNOMED,86981007,Infective otitis externa (disorder),,
SNOMED,90927000,Refractive amblyopia (disorder),,
SNOMED,95575002,Obstruction of pelviureteric junction (disorder),,
SNOMED,102866000,Abnormal urine (finding),,
SNOMED,102891000,Age-related cognitive decline (finding),,
SNOMED,105376000,Transesophageal echocardiography (procedure),,
SNOMED,10847001,Bronchoscopy (procedure),,
SNOMED,111266001,Acquired scoliosis (disorder),,
SNOMED,113127005,Kidney transplant evaluation (procedure),,
SNOMED,1255020004,"Combined substance dependence, excluding opioid, in remission (disorder)",,
SNOMED,1264281001,Laceration of tendon of forearm (disorder),,
SNOMED,126926005,Neoplasm of breast (disorder),,
SNOMED,128209004,Chronic inflammatory demyelinating polyradiculoneuropathy (disorder),,
SNOMED,15902003,Gastric ulcer with hemorrhage (disorder),,
SNOMED,160392000,Family history: Breast disease (situation),,
SNOMED,161679004,History of artificial joint (situation),,
SNOMED,165517008,Neutropenia (finding),,
SNOMED,165781001,Syphilis titer detected (finding),,
SNOMED,169741004,Breastfed (finding),,
SNOMED,191765005,Emotionally unstable personality disorder (disorder),,
SNOMED,191895007,Nondependent harmful pattern of use of cannabis in remission (disorder),,
SNOMED,196001008,Chronic obstructive pulmonary disease with acute lower respiratory infection (disorder),,
SNOMED,197764002,Non-obstructive reflux-associated chronic pyelonephritis (disorder),,
SNOMED,202332000,Glenoid labrum tear (disorder),,
SNOMED,206356004,Neonatal candidiasis of perineum (disorder),,
SNOMED,21574003,Repair of aneurysm of abdominal aorta with graft (procedure),,
SNOMED,218034006,"Accidents caused by knives, swords and daggers (event)",,
SNOMED,225372007,Total parenteral nutrition (regime/therapy),,
SNOMED,230577008,Mononeuropathy due to diabetes mellitus (disorder),,
SNOMED,231489001,Acute transient psychotic disorder (disorder),,
SNOMED,233527006,Central venous cannula insertion (procedure),,
SNOMED,233606009,Atypical pneumonia (disorder),,
SNOMED,233994002,Dissection of thoracic aorta (disorder),,
SNOMED,23426006,Measurement of respiratory function (procedure),,
SNOMED,234532001,Immunodeficiency disorder (disorder),,
SNOMED,235741002,Perforation of small intestine (disorder),,
SNOMED,23713006,Contusion of cerebral cortex (disorder),,
SNOMED,239918008,Undifferentiated connective tissue disease (disorder),,
SNOMED,24420007,Sigmoidoscopy (procedure),,
SNOMED,246545002,Generalized onset epileptic seizure (finding),,
SNOMED,249785006,Tibial torsion (finding),,
SNOMED,267369002,Simple goiter (disorder),,
SNOMED,28550007,Congenital capsular cataract (disorder),,
SNOMED,29303009,Electrocardiographic procedure (procedure),,
SNOMED,299698007,Feeding poor (finding),,
SNOMED,301034006,Fracture of greater trochanter (disorder),,
SNOMED,309710005,Lumbosacral strain (disorder),,
SNOMED,310605004,Fibrous histiocytoma of tendon sheath (disorder),,
SNOMED,34730008,Primate erythroparvovirus 1 infection (disorder),,
SNOMED,372120003,Carcinoma of main bronchus (disorder),,
SNOMED,373081007,Malignant neoplasm of lower outer quadrant of breast (disorder),,
SNOMED,38365000,"Peptic ulcer without hemorrhage, without perforation AND without obstruction (disorder)",,
SNOMED,386762009,Corpus luteum cyst (disorder),,
SNOMED,386807006,Memory impairment (finding),,
SNOMED,395204000,Hyperosmolar non-ketotic state due to type 2 diabetes mellitus (disorder),,
